node	node_type
MeSH_Tree_Disease:MeSH_Tree_Disease:C18.452.648.618.815.815	MeSH_Tree_Disease
MeSH_Tree_Disease:C08.381.495.146.135.140	MeSH_Tree_Disease
MeSH_Tree_Disease:C01.150.252.223.437	MeSH_Tree_Disease
MeSH_Tree_Disease:C05.550.445	MeSH_Tree_Disease
MeSH_Tree_Disease:C16.131.666.142.100	MeSH_Tree_Disease
MeSH_Tree_Disease:C12.050.351.625	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C17.800.838.765.150	MeSH_Tree_Disease
MeSH_Tree_Disease:C05.116.900.853.625.800.637	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:F03.900.100.750	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C15.378.147.780.570	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C08.618.840.500	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C01.150.252.400.789.725.800	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C20.683.515.761.480.150.585	MeSH_Tree_Disease
MeSH_Disease:D011015	MeSH_Tree_Disease
MeSH_Tree_Disease:C01.925.782.350.675.400	MeSH_Tree_Disease
MeSH_Disease:D020528	MeSH_Tree_Disease
MeSH_Tree_Disease:C23.888.852	MeSH_Tree_Disease
MeSH_Tree_Disease:C23.888.592.608.575	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C12.050.351.500.894.906.633	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C12.100.250.056.390.890	MeSH_Tree_Disease
MeSH_Tree_Disease:C23.550.470	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C12.050.703.844.714	MeSH_Tree_Disease
MeSH_Tree_Disease:C18.654.726.750.500.740	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C17.800.174.255.400.225	MeSH_Tree_Disease
MeSH_Disease:D018309	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C11.966.339	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C26.289.500	MeSH_Tree_Disease
MeSH_Tree_Disease:C04.588.274.476.411	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C23.550.767.877.500	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C06.130.120.120.280	MeSH_Tree_Disease
MeSH_Tree_Disease:C10.597.636.500.500	MeSH_Tree_Disease
MeSH_Tree_Disease:C17.800.600.425	MeSH_Tree_Disease
MeSH_Disease:D004932	MeSH_Tree_Disease
MeSH_Tree_Disease:C01.925.782.417.435	MeSH_Tree_Disease
MeSH_Disease:D001184	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C16.320.565.100.544	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C10.114.656.650	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C10.228.140.546.699.249	MeSH_Tree_Disease
MeSH_Tree_Disease:C10.597.606.360.835	MeSH_Tree_Disease
MeSH_Disease:D060705	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C10.228.140.490.493.125	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C25.723.415.792	MeSH_Tree_Disease
MeSH_Tree_Disease:C01.748.265	MeSH_Tree_Disease
MeSH_Tree_Disease:C16.131.077.350.398	MeSH_Tree_Disease
MeSH_Tree_Disease:C12.050.351.968.419.815.093	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C19.391.693	MeSH_Tree_Disease
MeSH_Tree_Disease:F03.950.750.249	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C01.925.782.147.444	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C04.557.450.565.800	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C18.452.648.595.600.675	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C23.550.073.325.800	MeSH_Tree_Disease
MeSH_Tree_Disease:C12.800.316.096.687.500	MeSH_Tree_Disease
MeSH_Tree_Disease:C10.574.500.493.250	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C17.800.090.249	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C23.300.940	MeSH_Tree_Disease
MeSH_Disease:D007943	MeSH_Tree_Disease
MeSH_Disease:D014860	MeSH_Tree_Disease
MeSH_Disease:D004342	MeSH_Tree_Disease
MeSH_Tree_Disease:C10.228.140.300.150.477	MeSH_Tree_Disease
MeSH_Tree_Disease:C15.378.100.100.037	MeSH_Tree_Disease
MeSH_Disease:D002056	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C10.228.140.187	MeSH_Tree_Disease
MeSH_Tree_Disease:C12.050.351.968.967.500	MeSH_Tree_Disease
MeSH_Tree_Disease:C04.557.450.692.500	MeSH_Tree_Disease
MeSH_Tree_Disease:C10.228.140.163.480	MeSH_Tree_Disease
MeSH_Disease:D018214	MeSH_Tree_Disease
MeSH_Disease:D000073436	MeSH_Tree_Disease
MeSH_Tree_Disease:C19.874.788.400	MeSH_Tree_Disease
MeSH_Tree_Disease:C16.320.565.398.641.723	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C10.228.140.163.100.844	MeSH_Tree_Disease
MeSH_Tree_Disease:C12.200.777.934.141	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C14.280.484.461	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:F03.870.400.200	MeSH_Tree_Disease
MeSH_Tree_Disease:C05.116.900.480	MeSH_Tree_Disease
MeSH_Disease:D002542	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C01.375.354.220	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C17.800.862.150	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C14.280.400.625	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C18.452.648.595.554.825.850.750	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C26.304	MeSH_Tree_Disease
MeSH_Tree_Disease:C08.381.520.702.750	MeSH_Tree_Disease
MeSH_Disease:D020225	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C25.775.912	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C10.228.140.140.254	MeSH_Tree_Disease
MeSH_Tree_Disease:C23.550.291.500.477.875	MeSH_Tree_Disease
MeSH_Tree_Disease:C06.405.748.045	MeSH_Tree_Disease
MeSH_Disease:D000079564	MeSH_Tree_Disease
MeSH_Disease:D017600	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C26.115	MeSH_Tree_Disease
MeSH_Tree_Disease:C16.320.322.237	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C25.723.680.262	MeSH_Tree_Disease
MeSH_Tree_Disease:C17.800.838.790.550	MeSH_Tree_Disease
MeSH_Tree_Disease:C01.925.813.400.040	MeSH_Tree_Disease
MeSH_Tree_Disease:C10.668	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C04.182.473	MeSH_Tree_Disease
MeSH_Tree_Disease:C01.800.200.720.730.740	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C18.452.648.189.435.825.700.875	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C11.338.250	MeSH_Tree_Disease
MeSH_Tree_Disease:C25.723.705.200	MeSH_Tree_Disease
MeSH_Tree_Disease:C15.378	MeSH_Tree_Disease
MeSH_Tree_Disease:C04.557.386.480.150.570	MeSH_Tree_Disease
MeSH_Tree_Disease:C12.900.619.500	MeSH_Tree_Disease
MeSH_Tree_Disease:C23.550.382	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C01.778.640.400.048	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C01.150.252.410.334	MeSH_Tree_Disease
MeSH_Tree_Disease:C01.150.252.400.719	MeSH_Tree_Disease
MeSH_Tree_Disease:C01.925.782.310.360	MeSH_Tree_Disease
MeSH_Tree_Disease:C06.301.623.040	MeSH_Tree_Disease
MeSH_Tree_Disease:C01.920.914.725.805	MeSH_Tree_Disease
MeSH_Tree_Disease:C26.915.300.400.518	MeSH_Tree_Disease
MeSH_Tree_Disease:C26.522	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C12.800.316.064.500	MeSH_Tree_Disease
MeSH_Tree_Disease:C05.116.099.370.894.819	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C01.925.782.815.616.400.040	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C06.405.469.531.577	MeSH_Tree_Disease
MeSH_Tree_Disease:C16.131.850.525.304	MeSH_Tree_Disease
MeSH_Disease:D003025	MeSH_Tree_Disease
MeSH_Tree_Disease:C19.391.119.795	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C12.200.294.260	MeSH_Tree_Disease
MeSH_Disease:D000314	MeSH_Tree_Disease
MeSH_Disease:D003371	MeSH_Tree_Disease
MeSH_Tree_Disease:C01.610.752.300.500.400	MeSH_Tree_Disease
MeSH_Tree_Disease:C10.668.829.500.675.399	MeSH_Tree_Disease
MeSH_Disease:D003557	MeSH_Tree_Disease
MeSH_Tree_Disease:C25.775.100.250	MeSH_Tree_Disease
MeSH_Tree_Disease:C23.888.592.612.832	MeSH_Tree_Disease
MeSH_Disease:D054060	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C12.200.777.419.780.750.500.500	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C26.915.300.200.200	MeSH_Tree_Disease
MeSH_Tree_Disease:C01.150.252.400.789.600	MeSH_Tree_Disease
MeSH_Disease:D065134	MeSH_Tree_Disease
MeSH_Tree_Disease:C11.204	MeSH_Tree_Disease
MeSH_Tree_Disease:C01.920.930.887.500	MeSH_Tree_Disease
MeSH_Tree_Disease:C10.597.350.275.500	MeSH_Tree_Disease
MeSH_Tree_Disease:C10.574.843.625	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C10.668.829.800.175.250	MeSH_Tree_Disease
MeSH_Disease:D016750	MeSH_Tree_Disease
MeSH_Disease:D001946	MeSH_Tree_Disease
MeSH_Tree_Disease:C01.925.782.687.207	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C23.550.210.024.500	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C16.320.099.320	MeSH_Tree_Disease
MeSH_Disease:D012166	MeSH_Tree_Disease
MeSH_Tree_Disease:C01.925.182.525.300.300	MeSH_Tree_Disease
MeSH_Tree_Disease:C10.228.140.300.525	MeSH_Tree_Disease
MeSH_Tree_Disease:C01.778.640.220	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C07.650.800.270	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C01.150.703.534.850.500	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C20.111.273	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C10.597.606.358	MeSH_Tree_Disease
MeSH_Tree_Disease:C22.735.500	MeSH_Tree_Disease
MeSH_Disease:D000075067	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C14.907.355.830.925.462	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C23.550.210.870	MeSH_Tree_Disease
MeSH_Tree_Disease:C04.588.614.550.112	MeSH_Tree_Disease
MeSH_Tree_Disease:C23.888.144.699.500.125	MeSH_Tree_Disease
MeSH_Tree_Disease:C01.800.200.720	MeSH_Tree_Disease
MeSH_Tree_Disease:C05.651.807.628	MeSH_Tree_Disease
MeSH_Disease:D002177	MeSH_Tree_Disease
MeSH_Tree_Disease:C05.550.610.500	MeSH_Tree_Disease
MeSH_Tree_Disease:C14.240.400.915.300	MeSH_Tree_Disease
MeSH_Tree_Disease:C10.228.662.037	MeSH_Tree_Disease
MeSH_Tree_Disease:C12.900.418.875	MeSH_Tree_Disease
MeSH_Tree_Disease:C14.280	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C01.150.252.223.500.350	MeSH_Tree_Disease
MeSH_Tree_Disease:C08.528	MeSH_Tree_Disease
MeSH_Tree_Disease:C23.888.592.763.393.341.950	MeSH_Tree_Disease
MeSH_Disease:D018344	MeSH_Tree_Disease
MeSH_Disease:D057129	MeSH_Tree_Disease
MeSH_Tree_Disease:C01.150.703.302.720.745	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C10.228.662.550	MeSH_Tree_Disease
MeSH_Disease:D002278	MeSH_Tree_Disease
MeSH_Tree_Disease:C05.651.534.500.280	MeSH_Tree_Disease
MeSH_Tree_Disease:C01.150.703.302.383.375	MeSH_Tree_Disease
MeSH_Tree_Disease:C14.907.253.092.477	MeSH_Tree_Disease
MeSH_Tree_Disease:C11.675.387	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C12.200.777.419.080	MeSH_Tree_Disease
MeSH_Tree_Disease:C06.198.184.500	MeSH_Tree_Disease
MeSH_Tree_Disease:C04.588.805.040	MeSH_Tree_Disease
MeSH_Tree_Disease:C12.100.250.894.767	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C22.674.377.820	MeSH_Tree_Disease
MeSH_Tree_Disease:C04.588.945.947.945	MeSH_Tree_Disease
MeSH_Tree_Disease:C20.683.515.761.480.150.585	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C15.378.140.855.850	MeSH_Tree_Disease
MeSH_Disease:D003874	MeSH_Tree_Disease
MeSH_Tree_Disease:C04.557.645.375.850	MeSH_Tree_Disease
MeSH_Tree_Disease:C01.920.930.943	MeSH_Tree_Disease
MeSH_Tree_Disease:C16.131.077.208	MeSH_Tree_Disease
MeSH_Disease:D020752	MeSH_Tree_Disease
MeSH_Disease:D014391	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C23.888.592.604.882.350	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C14.240.850.968	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C15.378.140.855.925.750	MeSH_Tree_Disease
MeSH_Tree_Disease:C04.557.450.565.590.425	MeSH_Tree_Disease
MeSH_Tree_Disease:C16.131.666.680.800	MeSH_Tree_Disease
MeSH_Tree_Disease:C20.111.555	MeSH_Tree_Disease
MeSH_Tree_Disease:C20.683.515.501	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C01.610.752.890	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C01.925.782.687.359.764.614	MeSH_Tree_Disease
MeSH_Tree_Disease:C05.651.102	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C01.925.256.466.382.410	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C12.200.777.419.570.363	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C10.586.250	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C04.700.250	MeSH_Tree_Disease
MeSH_Tree_Disease:C05.660.585.620	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C26.558.300	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C15.604.250	MeSH_Tree_Disease
MeSH_Tree_Disease:C04.588.274.476.205.500	MeSH_Tree_Disease
MeSH_Tree_Disease:C01.610.701.377.820	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C01.925.782.417.762	MeSH_Tree_Disease
MeSH_Tree_Disease:C06.405.117.430	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C14.907.055.908	MeSH_Tree_Disease
MeSH_Disease:D003527	MeSH_Tree_Disease
MeSH_Tree_Disease:C17.800.838.765.110	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C04.557.580.625.650.510.385	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C04.700.250.500.500	MeSH_Tree_Disease
MeSH_Tree_Disease:C04.557.450.795.830.760	MeSH_Tree_Disease
MeSH_Disease:D013330	MeSH_Tree_Disease
MeSH_Disease:D008010	MeSH_Tree_Disease
MeSH_Tree_Disease:C04.557.450.590.450	MeSH_Tree_Disease
MeSH_Tree_Disease:C10.228.228.291.323	MeSH_Tree_Disease
MeSH_Tree_Disease:C10.551.240.250.400.200.500	MeSH_Tree_Disease
MeSH_Disease:D018328	MeSH_Tree_Disease
MeSH_Disease:D000039	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C26.915.300.200.194.375	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C05.116.231.754.450	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C23.300.842.624.500	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C07.465.672	MeSH_Tree_Disease
MeSH_Tree_Disease:C06.689.202	MeSH_Tree_Disease
MeSH_Tree_Disease:C12.200.777.419.393	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C06.267.550	MeSH_Tree_Disease
MeSH_Tree_Disease:C16.320.400.375	MeSH_Tree_Disease
MeSH_Disease:D018410	MeSH_Tree_Disease
MeSH_Tree_Disease:C23.550.414.950.687.600	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C06.405.205.596.750.500	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C17.800.090.500	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C12.050.351.968.419.780.050.500	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C12.050.351.968.829.132	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C09.218.235	MeSH_Tree_Disease
MeSH_Tree_Disease:C10.228.140.300	MeSH_Tree_Disease
MeSH_Disease:D009896	MeSH_Tree_Disease
MeSH_Disease:D006977	MeSH_Tree_Disease
MeSH_Tree_Disease:C14.907.585.187.150.500	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C07.465.714.533.487.700	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C04.651.435	MeSH_Tree_Disease
MeSH_Tree_Disease:C19.391.829.782.500.249	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:F03.615.200.150	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C10.228.228.180.437	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C12.050.703.720.949.208.438	MeSH_Tree_Disease
MeSH_Disease:D017196	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C16.320.382	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C15.378.147.333.500	MeSH_Tree_Disease
MeSH_Disease:D000081208	MeSH_Tree_Disease
MeSH_Tree_Disease:C10.597.613.750.700	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C10.228.140.163.480	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C01.221.250.875.040	MeSH_Tree_Disease
MeSH_Tree_Disease:C08.381.520.702.062.500	MeSH_Tree_Disease
MeSH_Tree_Disease:C23.888.447	MeSH_Tree_Disease
MeSH_Tree_Disease:C01.150.252.410.040.552.846.877	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C01.925.081.343.340	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C12.800.811	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C11.744.345	MeSH_Tree_Disease
MeSH_Tree_Disease:C05.116.099.708.857	MeSH_Tree_Disease
MeSH_Tree_Disease:C23.550.717.427	MeSH_Tree_Disease
MeSH_Tree_Disease:C14.280.400.560	MeSH_Tree_Disease
MeSH_Disease:D015576	MeSH_Tree_Disease
MeSH_Tree_Disease:C12.200.706.316.090	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C10.900.300.918	MeSH_Tree_Disease
MeSH_Tree_Disease:C15.604.451.500	MeSH_Tree_Disease
MeSH_Disease:D002194	MeSH_Tree_Disease
MeSH_Tree_Disease:C10.228.140.163.100.725	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C12.100.250.852.691.449	MeSH_Tree_Disease
MeSH_Disease:D064726	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C04.557.450.565.265	MeSH_Tree_Disease
MeSH_Disease:D006341	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C01.150.252.245	MeSH_Tree_Disease
MeSH_Tree_Disease:C06.552.630.380	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C15.378.553.546.605	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:F03.080.300	MeSH_Tree_Disease
MeSH_Tree_Disease:C23.888.592.763.941.162.625	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C11.204.290	MeSH_Tree_Disease
MeSH_Disease:D002805	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C23.888.192	MeSH_Tree_Disease
MeSH_Tree_Disease:C23.550.277	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C12.950.419.403.875.500	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C04.557.580.600.580.590.650	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C04.557.470.590.340	MeSH_Tree_Disease
MeSH_Disease:D012078	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C15.378.100.100.515	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C16.131.831.108	MeSH_Tree_Disease
MeSH_Tree_Disease:C12.950.892.719	MeSH_Tree_Disease
MeSH_Tree_Disease:C06.405.117.367.725	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C14.907.585.250	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C12.950.419.570.363.615	MeSH_Tree_Disease
MeSH_Tree_Disease:C04.557.595.925	MeSH_Tree_Disease
MeSH_Tree_Disease:C04.588.945.440.915.500.249	MeSH_Tree_Disease
MeSH_Disease:D056728	MeSH_Tree_Disease
MeSH_Tree_Disease:C18.452.750.400.500.500	MeSH_Tree_Disease
MeSH_Tree_Disease:C04.834.770	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C14.280.470.475.900	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C10.228.140.430.520.750.300.887	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C19.391.119.064.249	MeSH_Tree_Disease
MeSH_Disease:D043183	MeSH_Tree_Disease
MeSH_Tree_Disease:C12.200.777.934.284.500	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C16.320.850.250.712	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C12.050.351.968.419.815.885	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C10.900.850.625	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C12.200.777.419.815.450	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C04.697.650	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C23.550.717.489.750	MeSH_Tree_Disease
MeSH_Tree_Disease:C14.280.123.875.880.315	MeSH_Tree_Disease
MeSH_Tree_Disease:C10.586.625.280.560	MeSH_Tree_Disease
MeSH_Disease:D013479	MeSH_Tree_Disease
MeSH_Disease:D020258	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C04.557.470.700.450.500	MeSH_Tree_Disease
MeSH_Tree_Disease:C18.452.648.100.187	MeSH_Tree_Disease
MeSH_Tree_Disease:C06.552.830.812	MeSH_Tree_Disease
MeSH_Tree_Disease:C18.452.394.750.124.960	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C18.452.132.100.687.500	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C05.651.180.531	MeSH_Tree_Disease
MeSH_Tree_Disease:C10.886.425.800.750	MeSH_Tree_Disease
MeSH_Tree_Disease:C14.280.148	MeSH_Tree_Disease
MeSH_Tree_Disease:C10.597.825	MeSH_Tree_Disease
MeSH_Disease:D011697	MeSH_Tree_Disease
MeSH_Tree_Disease:C15.378.071	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C15.604.515.562.465	MeSH_Tree_Disease
MeSH_Disease:D000074043	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C12.200.777.767	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C16.131.240.400.200	MeSH_Tree_Disease
MeSH_Tree_Disease:C06.301.761.875	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C15.378.147.780.243	MeSH_Tree_Disease
MeSH_Disease:D020968	MeSH_Tree_Disease
MeSH_Tree_Disease:C09.647.710	MeSH_Tree_Disease
MeSH_Tree_Disease:C16.320.322.076	MeSH_Tree_Disease
MeSH_Tree_Disease:C04.557.386.480.750.825	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C19.874.689	MeSH_Tree_Disease
MeSH_Disease:D005058	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C10.228.140.163.100.435.825.700	MeSH_Tree_Disease
MeSH_Tree_Disease:C23.888.592.604.150.500.550	MeSH_Tree_Disease
MeSH_Disease:D006319	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C01.757.360.150	MeSH_Tree_Disease
MeSH_Disease:D005117	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C05.651.594.909	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C07.650.800.260	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C18.452.648.398.481.500	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C01.925.782.123	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C05.116.540.310	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C10.228.140.199.388	MeSH_Tree_Disease
MeSH_Tree_Disease:C16.131.314.184.500	MeSH_Tree_Disease
MeSH_Disease:D009058	MeSH_Tree_Disease
