node	node_type
MeSH_Tree_Disease:MeSH_Tree_Disease:C07.793.099	MeSH_Tree_Disease
MeSH_Tree_Disease:C17.800.859.675.175	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C12.050.351.500.852.228	MeSH_Tree_Disease
MeSH_Tree_Disease:C04.588.274.476.411.307.180	MeSH_Tree_Disease
MeSH_Tree_Disease:C12.050.351.500.056.630.705.464	MeSH_Tree_Disease
MeSH_Disease:D006259	MeSH_Tree_Disease
MeSH_Disease:D002825	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C23.550.767.812.500	MeSH_Tree_Disease
MeSH_Tree_Disease:C18.452.648.202.607	MeSH_Tree_Disease
MeSH_Disease:D014526	MeSH_Tree_Disease
MeSH_Tree_Disease:C04.557.470.035.625	MeSH_Tree_Disease
MeSH_Tree_Disease:C08.381.677.529	MeSH_Tree_Disease
MeSH_Tree_Disease:C08.618.961.500	MeSH_Tree_Disease
MeSH_Disease:D055496	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C26.257	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C11.187	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C06.130.120.127.500	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C06.130.409.267	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C17.800.827.475.600	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C18.452.648.189.813	MeSH_Tree_Disease
MeSH_Tree_Disease:C17.300.116	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C12.050.351.968.967.374.500	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C01.150.703.492.688	MeSH_Tree_Disease
MeSH_Tree_Disease:C10.574.500.495.490	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C01.925.325.465	MeSH_Tree_Disease
MeSH_Tree_Disease:C17.800.804.350.856	MeSH_Tree_Disease
MeSH_Tree_Disease:C19.874.397.685	MeSH_Tree_Disease
MeSH_Tree_Disease:C20.683.780.250	MeSH_Tree_Disease
MeSH_Tree_Disease:C23.550.706	MeSH_Tree_Disease
MeSH_Tree_Disease:C12.050.351.875.420	MeSH_Tree_Disease
MeSH_Tree_Disease:C07.320.173	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C01.925.256.466	MeSH_Tree_Disease
MeSH_Disease:D000071056	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C05.660.585.512.380.813.125	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C10.228.140.163.100.355	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C09.218.705.496	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C17.800.229.200	MeSH_Tree_Disease
MeSH_Tree_Disease:C01.925.782.815.616.350	MeSH_Tree_Disease
MeSH_Tree_Disease:C14.240.400.021	MeSH_Tree_Disease
MeSH_Disease:D020042	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C16.131.077.262	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C19.391.119.064	MeSH_Tree_Disease
MeSH_Tree_Disease:C12.050.351.500.852.762.850	MeSH_Tree_Disease
MeSH_Tree_Disease:C04.588.945.418.948	MeSH_Tree_Disease
MeSH_Disease:D005391	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C04.588.839.750	MeSH_Tree_Disease
MeSH_Tree_Disease:C15.378.147.333.249	MeSH_Tree_Disease
MeSH_Tree_Disease:C04.730.856.596	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C17.800.827.775	MeSH_Tree_Disease
MeSH_Tree_Disease:C04.557.470.700	MeSH_Tree_Disease
MeSH_Disease:D020018	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:F03.625.164.113.250	MeSH_Tree_Disease
MeSH_Tree_Disease:C01.925.256.430.400.100	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C16.320.565.202.720	MeSH_Tree_Disease
MeSH_Tree_Disease:C10.597	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C04.588.443.915.400	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C12.050.351.968.419.815.770	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C12.050.703.720.949.416.875	MeSH_Tree_Disease
MeSH_Tree_Disease:C23.888.592.604.764.100.650	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C17.800.849.391.550	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C16.131.831.493.180	MeSH_Tree_Disease
MeSH_Tree_Disease:C08.381.495.146.135	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C15.378.140.900	MeSH_Tree_Disease
MeSH_Tree_Disease:C23.888.592.604.359.800	MeSH_Tree_Disease
MeSH_Tree_Disease:C26.017.680	MeSH_Tree_Disease
MeSH_Tree_Disease:C25.723.756.600	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C10.597.350.300	MeSH_Tree_Disease
MeSH_Tree_Disease:C14.240.400.186	MeSH_Tree_Disease
MeSH_Tree_Disease:C07.793.237.252	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C10.228.140.490.375.260	MeSH_Tree_Disease
MeSH_Tree_Disease:C05.182.895.500	MeSH_Tree_Disease
MeSH_Disease:D006425	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C23.550.767.882	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C08.695.290	MeSH_Tree_Disease
MeSH_Tree_Disease:C10.292.675	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C10.574.781.249	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C10.228.590	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C23.888.885.687.843	MeSH_Tree_Disease
MeSH_Tree_Disease:C10.228.140.300.535.200.150	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C12.050.351.968.419.815.364	MeSH_Tree_Disease
MeSH_Tree_Disease:C12.050.351.968.419.570.363.625	MeSH_Tree_Disease
MeSH_Tree_Disease:C15.604.515.560	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C25.775.835.250	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C20.111	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C10.228.140.211.500.100.500	MeSH_Tree_Disease
MeSH_Tree_Disease:C01.150.252.819.705	MeSH_Tree_Disease
MeSH_Tree_Disease:C12.200.758.820.750.585.950	MeSH_Tree_Disease
MeSH_Tree_Disease:C18.452.132.100.640	MeSH_Tree_Disease
MeSH_Tree_Disease:C01.610.858.211.480.708	MeSH_Tree_Disease
MeSH_Disease:D004244	MeSH_Tree_Disease
MeSH_Tree_Disease:C01.925.782.600.550.200.400	MeSH_Tree_Disease
MeSH_Tree_Disease:C16.131.850.525.185	MeSH_Tree_Disease
MeSH_Disease:D014012	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C10.668.467.300	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C10.597.900	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C17.800.229.800	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C19.344.473	MeSH_Tree_Disease
MeSH_Tree_Disease:C23.550.291.187	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C06.405.469.158.701.439	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C10.228.140.079.862.400	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C10.228.140.163.100.593	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C14.907.253.092	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C07.465.815.882.500	MeSH_Tree_Disease
MeSH_Tree_Disease:C14.907.609	MeSH_Tree_Disease
MeSH_Tree_Disease:C23.550.073.845.787	MeSH_Tree_Disease
MeSH_Tree_Disease:C18.452.132.100.875	MeSH_Tree_Disease
MeSH_Tree_Disease:C10.228.140.430.525	MeSH_Tree_Disease
MeSH_Disease:D020205	MeSH_Tree_Disease
MeSH_Disease:D001004	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C04.700.100.392	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C16.131.831.675	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C18.452.394.750.149	MeSH_Tree_Disease
MeSH_Disease:D013117	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C01.925.782.687.359	MeSH_Tree_Disease
MeSH_Tree_Disease:C25.723.522.875.500.100	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C04.588.322.455.431	MeSH_Tree_Disease
MeSH_Disease:D014394	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C23.550.073.845.940.700	MeSH_Tree_Disease
MeSH_Tree_Disease:C08.674.095.110	MeSH_Tree_Disease
MeSH_Disease:D004654	MeSH_Tree_Disease
MeSH_Tree_Disease:C14.280.123.375	MeSH_Tree_Disease
MeSH_Tree_Disease:C01.610.752.049.703	MeSH_Tree_Disease
MeSH_Disease:D006461	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C23.550.355.663	MeSH_Tree_Disease
MeSH_Disease:D002545	MeSH_Tree_Disease
MeSH_Tree_Disease:C17.800.859.475.560	MeSH_Tree_Disease
MeSH_Disease:D007562	MeSH_Tree_Disease
MeSH_Disease:D008224	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C12.050.351.968.419.307	MeSH_Tree_Disease
MeSH_Tree_Disease:C04.619.045	MeSH_Tree_Disease
MeSH_Tree_Disease:C24.800.340	MeSH_Tree_Disease
MeSH_Disease:D016866	MeSH_Tree_Disease
MeSH_Tree_Disease:C12.050.351.937.418.685.350	MeSH_Tree_Disease
MeSH_Tree_Disease:C12.050.351.968.892.219	MeSH_Tree_Disease
MeSH_Tree_Disease:C10.228.140.546.699	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C15.378.140.855.925.500.500	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C14.907.927.730	MeSH_Tree_Disease
MeSH_Tree_Disease:C19.391.482	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C01.925.782.600.550	MeSH_Tree_Disease
MeSH_Disease:D005547	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C16.320.565.189.435.340	MeSH_Tree_Disease
MeSH_Tree_Disease:C12.950.767.374	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C08.528.652.700	MeSH_Tree_Disease
MeSH_Disease:D006335	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C16.131.666.310	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C23.888.592.604.150.550.099	MeSH_Tree_Disease
MeSH_Tree_Disease:C14.907.055.239.587	MeSH_Tree_Disease
MeSH_Tree_Disease:C19.391.630.728	MeSH_Tree_Disease
MeSH_Disease:D016917	MeSH_Tree_Disease
MeSH_Tree_Disease:C01.207.205.300.500	MeSH_Tree_Disease
MeSH_Disease:D053120	MeSH_Tree_Disease
MeSH_Tree_Disease:C01.925.782.930.100.184	MeSH_Tree_Disease
MeSH_Disease:D004810	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C11.319.466	MeSH_Tree_Disease
MeSH_Tree_Disease:C10.292.562.675	MeSH_Tree_Disease
MeSH_Disease:D007724	MeSH_Tree_Disease
MeSH_Tree_Disease:C15.378.100.100.330	MeSH_Tree_Disease
MeSH_Tree_Disease:C08.381.520.500	MeSH_Tree_Disease
MeSH_Disease:D006344	MeSH_Tree_Disease
MeSH_Disease:D018329	MeSH_Tree_Disease
MeSH_Tree_Disease:C18.452.394.750.774	MeSH_Tree_Disease
MeSH_Disease:D060725	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C18.452.880.391.700	MeSH_Tree_Disease
MeSH_Tree_Disease:C08.381	MeSH_Tree_Disease
MeSH_Tree_Disease:C16.131.077.745	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C11.270.612	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C18.452.660.520	MeSH_Tree_Disease
MeSH_Tree_Disease:C04.588.894.797.520	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C11.768.585.865	MeSH_Tree_Disease
MeSH_Disease:D015615	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C07.320.450	MeSH_Tree_Disease
MeSH_Tree_Disease:C15.378.140.855.925.500.500	MeSH_Tree_Disease
MeSH_Disease:D007000	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C23.888.592.604.764.100.300	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C10.597.690.362.500	MeSH_Tree_Disease
MeSH_Disease:D016921	MeSH_Tree_Disease
MeSH_Tree_Disease:C08.381.112	MeSH_Tree_Disease
MeSH_Tree_Disease:C09.218.807.186	MeSH_Tree_Disease
MeSH_Tree_Disease:C18.452.648.595.201.500	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C18.452.284.600	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C12.050.351.875.253.309.388	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C20.111.193	MeSH_Tree_Disease
MeSH_Tree_Disease:C14.907.940.530	MeSH_Tree_Disease
MeSH_Disease:D016411	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C10.720.112.300	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C23.550.589.500.145	MeSH_Tree_Disease
MeSH_Disease:D001766	MeSH_Tree_Disease
MeSH_Tree_Disease:C10.177.575.550.375	MeSH_Tree_Disease
MeSH_Tree_Disease:C12.200.706.316.309.391	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C23.888.592.636.786	MeSH_Tree_Disease
MeSH_Tree_Disease:C04.619.531.782	MeSH_Tree_Disease
MeSH_Tree_Disease:C23.888.592.612.386	MeSH_Tree_Disease
MeSH_Disease:D020807	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C10.228.140.042	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C16.320.850.402	MeSH_Tree_Disease
MeSH_Tree_Disease:C11.710.528.500	MeSH_Tree_Disease
MeSH_Tree_Disease:C12.950.829.508	MeSH_Tree_Disease
MeSH_Tree_Disease:C04.557.470.700.600.610	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C25.723.705.200	MeSH_Tree_Disease
MeSH_Tree_Disease:C12.200.294.430.253	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C07.465.864.500	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C10.292.650.200	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C10.597.606.762	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C17.800.621.250	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C16.131.240.850.984	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C16.131.077.445	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C14.907.253.774	MeSH_Tree_Disease
MeSH_Tree_Disease:C05.500.607	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C07.465.714.258.480.446	MeSH_Tree_Disease
MeSH_Tree_Disease:C01.610.701.377.320	MeSH_Tree_Disease
MeSH_Tree_Disease:C18.452.648.189.362.312	MeSH_Tree_Disease
MeSH_Disease:D010382	MeSH_Tree_Disease
MeSH_Tree_Disease:C12.950.983.945	MeSH_Tree_Disease
MeSH_Tree_Disease:C14.280.123.500.536	MeSH_Tree_Disease
MeSH_Disease:D002578	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C17.800.428.260.300	MeSH_Tree_Disease
MeSH_Tree_Disease:C01.757.100.275	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C01.920.500.270.200	MeSH_Tree_Disease
MeSH_Tree_Disease:C09.218.458.341.950	MeSH_Tree_Disease
MeSH_Disease:D010033	MeSH_Tree_Disease
MeSH_Tree_Disease:C01.610.335.508.700.550.550.375	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C01.207.180	MeSH_Tree_Disease
MeSH_Tree_Disease:F03.900	MeSH_Tree_Disease
MeSH_Tree_Disease:C14.907.454.810	MeSH_Tree_Disease
MeSH_Tree_Disease:C01.925.782.350.250.650	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C12.050.351.968.419.815	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C01.610.300.562	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C16.320.831.532	MeSH_Tree_Disease
MeSH_Tree_Disease:C16.131.077	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C23.550.548	MeSH_Tree_Disease
MeSH_Tree_Disease:C18.452.394.968.250	MeSH_Tree_Disease
MeSH_Disease:D009877	MeSH_Tree_Disease
MeSH_Tree_Disease:C04.588.945	MeSH_Tree_Disease
MeSH_Tree_Disease:C17.800.865.187	MeSH_Tree_Disease
MeSH_Disease:D010145	MeSH_Tree_Disease
MeSH_Tree_Disease:C23.550.717.365	MeSH_Tree_Disease
MeSH_Tree_Disease:C10.551.240.250	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C01.610.701.688	MeSH_Tree_Disease
MeSH_Tree_Disease:C12.200.706.316.795.500	MeSH_Tree_Disease
MeSH_Tree_Disease:C07.793.901	MeSH_Tree_Disease
MeSH_Disease:D001229	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C10.228.140.163.100.937	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C26.915.300.425.250.270	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C23.550.513.355.750.750	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C17.800.804.775	MeSH_Tree_Disease
MeSH_Disease:D014924	MeSH_Tree_Disease
MeSH_Disease:D019571	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C09.775.549.685	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C10.228.140.300.150.477	MeSH_Tree_Disease
MeSH_Tree_Disease:C16.614.595	MeSH_Tree_Disease
MeSH_Tree_Disease:C14.907.355.590.213.350	MeSH_Tree_Disease
MeSH_Tree_Disease:C01.925.256.721.150	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C09.218.807.186	MeSH_Tree_Disease
MeSH_Disease:D008104	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C01.610.335.865.741	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C12.050.703.720.949.208.875	MeSH_Tree_Disease
MeSH_Tree_Disease:C01.925.782.580.830.825	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C16.320.565.663	MeSH_Tree_Disease
MeSH_Tree_Disease:C14.907.355.830.925.462	MeSH_Tree_Disease
MeSH_Disease:D058066	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C12.100.500.829	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C15.604.406	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C23.550.291.500.423	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C10.597.613	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C14.280.238	MeSH_Tree_Disease
MeSH_Tree_Disease:C23.888.592.604.529.100.800	MeSH_Tree_Disease
MeSH_Tree_Disease:C10.597.606.150.500.800.150.200	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C17.800.090.968	MeSH_Tree_Disease
MeSH_Tree_Disease:C06.405.205.265	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C25.775.100.437	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C14.907.940.320	MeSH_Tree_Disease
MeSH_Tree_Disease:C10.500.680.610	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C16.320.290.162.410	MeSH_Tree_Disease
MeSH_Tree_Disease:C12.050.351.500.056.630	MeSH_Tree_Disease
MeSH_Tree_Disease:C23.888.104	MeSH_Tree_Disease
MeSH_Disease:D000085142	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C23.550.274	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C19.391.119.096.500	MeSH_Tree_Disease
MeSH_Tree_Disease:C05.330.488.050.500	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C16.320.565.595.201	MeSH_Tree_Disease
MeSH_Tree_Disease:C17.800.827.742.437	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C16.131.077.970	MeSH_Tree_Disease
MeSH_Tree_Disease:C12.100.250.894.500	MeSH_Tree_Disease
MeSH_Disease:D001478	MeSH_Tree_Disease
MeSH_Tree_Disease:C01.150.252.410.334	MeSH_Tree_Disease
MeSH_Disease:D011488	MeSH_Tree_Disease
MeSH_Tree_Disease:C04.557.465.955.207.875	MeSH_Tree_Disease
MeSH_Tree_Disease:C10.292.650	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C08.381.844	MeSH_Tree_Disease
MeSH_Tree_Disease:C05.660.207.525	MeSH_Tree_Disease
MeSH_Disease:D009668	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C18.654.726.750.500.600	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C15.604.515.560.575.125	MeSH_Tree_Disease
MeSH_Tree_Disease:C09.400.424	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C10.668.491.500	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C12.950	MeSH_Tree_Disease
MeSH_Tree_Disease:C23.888.592.350.600	MeSH_Tree_Disease
MeSH_Tree_Disease:C05.500.607.221	MeSH_Tree_Disease
MeSH_Tree_Disease:C10.228.228.245.340.600	MeSH_Tree_Disease
MeSH_Tree_Disease:C08.618.326.396	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C18.452.648.595.554.825.700.875	MeSH_Tree_Disease
MeSH_Tree_Disease:C26.404.061.425.500	MeSH_Tree_Disease
MeSH_Tree_Disease:C12.050.351.968.419.403.875	MeSH_Tree_Disease
MeSH_Tree_Disease:C01.925.256.466.930.250	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C11.966.075.375	MeSH_Tree_Disease
MeSH_Tree_Disease:C10.228.854.787	MeSH_Tree_Disease
MeSH_Disease:D014895	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C11.640.451.451.400	MeSH_Tree_Disease
MeSH_Tree_Disease:C20.683.515.528.582	MeSH_Tree_Disease
MeSH_Disease:D058249	MeSH_Tree_Disease
MeSH_Disease:D013145	MeSH_Tree_Disease
MeSH_Tree_Disease:C12.200.777.419.570.363.304	MeSH_Tree_Disease
MeSH_Disease:D006467	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C01.757.100.375	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C15.378.420.826	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C16.131.621.745	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C04.557.450.565.590.350.320	MeSH_Tree_Disease
MeSH_Tree_Disease:C16.131.850.800.270	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C16.131.740.830	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C06.198.184	MeSH_Tree_Disease
MeSH_Tree_Disease:C01.221.500	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C23.888.885.375.500	MeSH_Tree_Disease
MeSH_Tree_Disease:C12.200.777.419.403	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C04.557.595.600	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C10.900.250.300.400	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C16.320.322.370	MeSH_Tree_Disease
MeSH_Tree_Disease:C05.116.198.816.875.500	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C04.557.337.385	MeSH_Tree_Disease
MeSH_Disease:D060486	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C05.116.165.495.249	MeSH_Tree_Disease
MeSH_Tree_Disease:C04.557.470.700.400.130	MeSH_Tree_Disease
MeSH_Tree_Disease:C01.150.252.734.401	MeSH_Tree_Disease
MeSH_Tree_Disease:C25.775.100.437	MeSH_Tree_Disease
MeSH_Tree_Disease:C14.280.484.856	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C16.320.850.080.100.400	MeSH_Tree_Disease
MeSH_Tree_Disease:C18.452.648.202.715.650	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C16.131.621.585.512.500	MeSH_Tree_Disease
MeSH_Disease:D015862	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C26.289.336	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C10.228.140.300.525	MeSH_Tree_Disease
MeSH_Tree_Disease:C18.452.648.189.435.825.300.300.750	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C12.050.703.395.249	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C10.228.140.617.738.300	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C12.050.351.937.820.535.585.950	MeSH_Tree_Disease
MeSH_Tree_Disease:C15.378.140.855.925	MeSH_Tree_Disease
MeSH_Tree_Disease:MeSH_Tree_Disease:C14.907.137.372	MeSH_Tree_Disease
